hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date,total_guests,total_nights,total_revenue,arrival_month_num,arrival_date,season,traveler_type,is_weekend_booking,has_special_request
City Hotel,0,33,2017,December,36,12,1,3,4,3,0,BB,GBR,Direct,TA/TO,0,0,0,A,A,0,Non Refund,4,0,0,Transient-Party,39.22,0,2,Check-Out,2016-09-27,7,4,156.88,12,2017-12-12,Winter,Group/Family,1,1
Resort Hotel,1,40,2018,April,49,9,1,5,2,0,0,BB,DNK,Online TA,Corporate,0,0,0,A,A,3,No Deposit,2,1,0,Transient,87.39,0,1,Canceled,2019-03-22,2,6,524.34,4,2018-04-09,Spring,Corporate,1,1
Resort Hotel,0,82,2017,May,52,16,2,1,1,0,0,BB,USA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,1,0,0,Transient,100.88,0,1,Check-Out,2018-05-20,1,3,302.64,5,2017-05-16,Spring,Leisure,1,1
Resort Hotel,0,19,2017,August,7,7,5,4,2,1,0,BB,BRA,Online TA,TA/TO,0,1,0,D,A,0,No Deposit,7,0,1,Transient-Party,161.77,0,2,Check-Out,2018-09-05,3,9,1455.93,8,2017-08-07,Summer,Group/Family,1,1
City Hotel,0,21,2018,September,9,8,2,1,2,1,0,BB,NLD,Online TA,TA/TO,1,0,4,A,A,4,No Deposit,5,0,0,Contract,93.82,0,2,Check-Out,2015-08-05,3,3,281.46,9,2018-09-08,Autumn,Group/Family,1,1
Resort Hotel,0,0,2018,July,44,7,0,6,4,0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,E,C,0,No Deposit,2,0,30,Transient,128.92,0,1,Check-Out,2018-10-09,4,6,773.52,7,2018-07-07,Summer,Group/Family,0,1
City Hotel,1,32,2017,February,40,21,4,1,2,2,0,SC,GBR,Direct,TA/TO,1,0,1,E,A,2,No Deposit,7,0,0,Transient,79.28,0,0,Canceled,2018-11-28,4,5,396.4,2,2017-02-21,Winter,Group/Family,1,0
City Hotel,0,160,2017,October,25,5,1,2,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,A,1,No Deposit,7,0,5,Transient,69.77,0,1,Check-Out,2017-01-04,2,3,209.31,10,2017-10-05,Autumn,Leisure,1,1
Resort Hotel,1,6,2019,December,46,23,3,6,1,0,0,BB,USA,Online TA,Direct,0,0,0,B,D,0,No Deposit,2,0,0,Transient,78.13,0,0,Canceled,2015-09-19,1,9,703.17,12,2019-12-23,Winter,Last-Minute,1,0
City Hotel,0,287,2018,June,8,7,3,1,2,1,0,HB,ESP,Online TA,Corporate,1,0,1,A,A,1,Non Refund,6,0,0,Transient,132.62,0,1,Check-Out,2017-09-06,3,4,530.48,6,2018-06-07,Summer,Group/Family,1,1
Resort Hotel,0,28,2017,April,43,18,1,3,1,0,0,BB,BRA,Groups,Corporate,0,0,0,F,A,0,Non Refund,8,0,0,Transient-Party,69.32,1,0,Check-Out,2017-12-23,1,4,277.28,4,2017-04-18,Spring,Leisure,1,0
City Hotel,1,145,2018,January,1,18,2,4,2,0,1,BB,PRT,Direct,TA/TO,0,0,0,B,A,0,No Deposit,0,0,0,Transient,23.6,0,3,Canceled,2018-08-14,3,6,141.6,1,2018-01-18,Winter,Group/Family,1,1
City Hotel,0,81,2017,May,16,16,1,0,4,0,0,HB,DEU,Direct,Corporate,0,0,0,A,A,0,Non Refund,0,0,0,Transient,106.94,0,2,Check-Out,2017-07-28,4,1,106.94,5,2017-05-16,Spring,Group/Family,1,1
Resort Hotel,1,10,2018,September,6,7,3,3,4,1,0,BB,SWE,Online TA,TA/TO,1,0,1,A,G,0,No Deposit,0,0,0,Transient-Party,90.49,0,0,Canceled,2019-04-03,5,6,542.94,9,2018-09-07,Autumn,Group/Family,1,0
City Hotel,1,120,2016,November,49,21,5,4,2,0,0,BB,PRT,Online TA,Corporate,0,0,0,A,C,0,No Deposit,1,0,0,Transient-Party,65.56,0,3,Canceled,2016-05-09,2,9,590.04,11,2016-11-21,Autumn,Leisure,1,1
Resort Hotel,0,1,2017,March,14,2,1,6,3,0,0,BB,PRT,Groups,TA/TO,1,1,1,A,B,0,No Deposit,0,0,0,Transient,93.91,0,0,Check-Out,2016-01-24,3,7,657.37,3,2017-03-02,Spring,Group/Family,1,0
City Hotel,1,0,2016,August,8,17,5,1,2,0,0,BB,CHE,Online TA,Undefined,0,0,0,B,A,0,No Deposit,0,0,15,Transient,151.77,0,1,Canceled,2015-11-26,2,6,910.62,8,2016-08-17,Summer,Last-Minute,1,1
City Hotel,0,102,2018,September,16,25,1,5,2,3,0,BB,FRA,Corporate,TA/TO,1,0,1,D,B,0,No Deposit,10,0,0,Transient,121.25,0,0,Check-Out,2018-01-13,5,6,727.5,9,2018-09-25,Autumn,Group/Family,1,0
City Hotel,0,26,2018,May,37,27,0,3,3,0,0,BB,NLD,Online TA,GDS,1,0,1,A,E,0,No Deposit,0,0,0,Contract,69.81,0,2,Check-Out,2017-08-04,3,3,209.43,5,2018-05-27,Spring,Group/Family,0,1
City Hotel,1,261,2018,August,18,8,5,4,1,0,1,BB,FRA,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,4,0,0,Transient,165.68,1,1,Canceled,2015-10-30,2,9,1491.12,8,2018-08-08,Summer,Leisure,1,1
City Hotel,1,326,2016,September,45,2,1,4,3,0,0,HB,GBR,Online TA,Corporate,1,0,2,G,D,0,No Deposit,0,0,0,Transient,102.94,1,5,Canceled,2018-06-06,3,5,514.7,9,2016-09-02,Autumn,Group/Family,1,1
City Hotel,0,21,2017,October,14,18,4,4,3,0,0,BB,DNK,Online TA,Undefined,0,0,0,A,A,0,No Deposit,3,0,0,Transient,67.79,0,0,Check-Out,2018-02-26,3,8,542.32,10,2017-10-18,Autumn,Group/Family,1,0
Resort Hotel,1,4,2018,July,37,19,0,5,2,0,0,BB,CHN,Direct,Corporate,1,0,2,D,A,0,No Deposit,8,0,5,Transient,159.22,0,0,Canceled,2019-06-19,2,5,796.1,7,2018-07-19,Summer,Last-Minute,0,0
City Hotel,1,0,2017,September,20,20,2,1,2,0,1,BB,GBR,Corporate,Direct,0,0,0,G,A,0,No Deposit,6,0,0,Transient,90.86,0,2,Canceled,2016-09-19,3,3,272.58,9,2017-09-20,Autumn,Group/Family,1,1
City Hotel,0,293,2018,May,10,9,0,2,3,2,0,BB,PRT,Online TA,Direct,0,2,0,D,A,1,No Deposit,7,0,0,Transient,97.14,0,1,Check-Out,2018-09-11,5,2,194.28,5,2018-05-09,Spring,Group/Family,0,1
City Hotel,1,19,2017,April,9,12,2,5,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,E,0,No Deposit,0,0,0,Transient,72.38,1,1,Canceled,2017-08-21,2,7,506.66,4,2017-04-12,Spring,Leisure,1,1
City Hotel,0,68,2018,April,37,22,3,2,2,0,0,BB,PRT,Online TA,TA/TO,1,0,2,A,A,0,No Deposit,3,0,0,Transient,72.5,1,1,No-Show,2018-08-26,2,5,362.5,4,2018-04-22,Spring,Leisure,1,1
Resort Hotel,0,15,2018,June,14,19,2,2,1,0,0,BB,DEU,Online TA,Direct,0,0,0,D,B,0,Non Refund,7,0,2,Transient-Party,176.13,0,0,Check-Out,2019-03-21,1,4,704.52,6,2018-06-19,Summer,Leisure,1,0
Resort Hotel,0,6,2019,January,27,8,2,3,2,0,0,BB,GBR,Online TA,TA/TO,0,2,0,G,B,0,No Deposit,0,0,0,Transient-Party,71.78,1,1,No-Show,2018-02-12,2,5,358.9,1,2019-01-08,Winter,Last-Minute,1,1
City Hotel,1,184,2017,May,52,22,1,2,2,1,0,SC,RUS,Online TA,TA/TO,0,0,0,D,A,0,No Deposit,3,0,0,Transient,44.93,0,0,Canceled,2017-07-18,3,3,134.79,5,2017-05-22,Spring,Group/Family,1,0
Resort Hotel,0,30,2016,August,4,8,2,3,1,0,0,SC,DEU,Corporate,TA/TO,0,0,0,A,A,0,Non Refund,0,0,0,Transient,119.13,1,2,Check-Out,2019-02-04,1,5,595.65,8,2016-08-08,Summer,Leisure,1,1
City Hotel,0,179,2018,August,52,10,4,5,2,1,0,BB,FRA,Online TA,Direct,1,0,1,A,A,2,No Deposit,0,0,0,Transient,139.79,0,1,Check-Out,2015-10-10,3,9,1258.11,8,2018-08-10,Summer,Group/Family,1,1
City Hotel,0,140,2019,February,30,28,2,2,2,0,0,BB,FRA,Online TA,TA/TO,0,1,0,A,D,0,No Deposit,0,0,0,Transient,36.23,0,2,Check-Out,2018-06-10,2,4,144.92,2,2019-02-28,Winter,Leisure,1,1
Resort Hotel,0,16,2019,May,32,18,2,1,1,0,0,BB,PRT,Corporate,TA/TO,1,0,1,D,D,1,No Deposit,0,0,0,Transient-Party,88.81,0,1,Check-Out,2017-03-31,1,3,266.43,5,2019-05-18,Spring,Leisure,1,1
City Hotel,1,160,2018,August,32,15,3,1,2,0,0,BB,ITA,Groups,Corporate,1,0,1,A,A,0,No Deposit,9,0,0,Transient,151.04,0,0,Canceled,2016-12-30,2,4,604.16,8,2018-08-15,Summer,Leisure,1,0
Resort Hotel,0,91,2018,May,31,24,0,3,1,0,0,BB,BRA,Offline TA/TO,Direct,0,0,0,A,E,0,No Deposit,0,0,0,Transient,99.34,0,2,Check-Out,2018-06-24,1,3,298.02,5,2018-05-24,Spring,Leisure,0,1
Resort Hotel,1,66,2018,June,35,11,2,1,1,0,0,BB,CHE,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,0,0,Contract,137.02,0,0,Canceled,2016-04-03,1,3,411.06,6,2018-06-11,Summer,Leisure,1,0
City Hotel,1,141,2018,September,18,21,2,1,2,0,0,BB,PRT,Direct,TA/TO,0,0,0,A,E,1,No Deposit,3,0,0,Transient,134.57,0,1,Canceled,2015-10-22,2,3,403.71,9,2018-09-21,Autumn,Leisure,1,1
Resort Hotel,1,13,2018,January,21,26,1,6,4,0,0,HB,SWE,Online TA,TA/TO,0,1,0,A,A,0,No Deposit,1,0,0,Transient,84.84,0,1,Canceled,2016-05-19,4,7,593.88,1,2018-01-26,Winter,Group/Family,1,1
Resort Hotel,1,40,2019,May,21,14,1,3,2,2,0,BB,ESP,Online TA,Direct,0,0,0,A,A,0,No Deposit,0,0,0,Contract,81.81,0,0,Canceled,2018-03-30,4,4,327.24,5,2019-05-14,Spring,Group/Family,1,0
City Hotel,1,361,2018,March,17,15,2,1,2,0,0,HB,RUS,Online TA,Corporate,0,0,0,B,F,0,No Deposit,10,0,0,Transient,91.36,0,2,Canceled,2016-12-09,2,3,274.08,3,2018-03-15,Spring,Leisure,1,1
City Hotel,0,27,2018,March,49,14,4,3,2,0,0,BB,PRT,Direct,TA/TO,0,0,0,A,A,0,Non Refund,9,0,0,Transient,90.83,0,0,No-Show,2017-06-22,2,7,635.81,3,2018-03-14,Spring,Leisure,1,0
City Hotel,0,51,2018,December,20,12,2,3,1,0,0,BB,GBR,Online TA,Corporate,0,0,0,A,B,0,No Deposit,0,0,5,Transient,78.74,0,0,Check-Out,2017-11-28,1,5,393.7,12,2018-12-12,Winter,Leisure,1,0
Resort Hotel,0,27,2018,June,36,4,1,4,4,0,0,HB,PRT,Direct,TA/TO,0,0,0,C,D,1,No Deposit,4,0,7,Transient,99.68,0,0,Check-Out,2019-05-18,4,5,498.4,6,2018-06-04,Summer,Group/Family,1,0
Resort Hotel,0,33,2018,July,44,3,0,2,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,C,D,1,Non Refund,8,0,0,Transient,138.54,0,1,Check-Out,2019-02-28,2,2,277.08,7,2018-07-03,Summer,Leisure,0,1
City Hotel,0,108,2018,September,20,12,5,0,2,0,0,BB,DEU,Offline TA/TO,Direct,0,0,0,E,B,0,No Deposit,2,0,0,Transient-Party,112.79,0,0,Check-Out,2018-12-22,2,5,563.95,9,2018-09-12,Autumn,Leisure,1,0
City Hotel,1,24,2016,February,33,25,1,2,1,0,0,BB,NLD,Online TA,TA/TO,0,0,0,E,B,2,No Deposit,3,0,0,Group,41.38,0,3,Canceled,2019-07-22,1,3,124.14,2,2016-02-25,Winter,Leisure,1,1
City Hotel,1,308,2017,May,27,26,2,3,2,0,0,BB,PRT,Online TA,TA/TO,0,1,0,D,D,0,Non Refund,4,0,0,Transient-Party,107.29,1,4,Canceled,2016-08-16,2,5,536.45,5,2017-05-26,Spring,Leisure,1,1
City Hotel,0,263,2018,October,36,7,0,6,4,0,0,BB,BEL,Direct,TA/TO,0,0,0,D,C,0,No Deposit,0,0,0,Transient-Party,77.13,1,2,Check-Out,2017-08-30,4,6,462.78,10,2018-10-07,Autumn,Group/Family,0,1
City Hotel,0,94,2019,November,51,7,3,4,2,0,0,Undefined,ITA,Corporate,Corporate,0,0,0,B,G,0,No Deposit,0,0,0,Transient,69.32,0,2,No-Show,2015-07-24,2,7,485.24,11,2019-11-07,Autumn,Leisure,1,1
City Hotel,0,71,2017,June,25,22,3,0,1,0,0,SC,BRA,Groups,TA/TO,0,0,0,A,A,1,No Deposit,1,0,0,Transient,112.32,1,1,Check-Out,2017-08-15,1,3,336.96,6,2017-06-22,Summer,Leisure,1,1
City Hotel,0,12,2018,June,4,25,2,1,2,1,0,HB,ITA,Online TA,TA/TO,0,0,0,G,D,0,Non Refund,0,0,0,Transient,108.78,0,1,Check-Out,2018-03-01,3,3,326.34,6,2018-06-25,Summer,Group/Family,1,1
City Hotel,0,207,2017,September,20,19,1,3,4,0,0,BB,NOR,Online TA,Corporate,0,0,0,B,A,0,Refundable,0,0,0,Transient-Party,107.68,0,0,Check-Out,2016-01-19,4,4,430.72,9,2017-09-19,Autumn,Group/Family,1,0
City Hotel,1,57,2017,May,40,14,1,1,2,1,0,BB,FIN,Direct,TA/TO,0,0,0,C,A,0,No Deposit,7,0,1,Transient-Party,70.25,0,0,Canceled,2016-10-13,3,2,140.5,5,2017-05-14,Spring,Group/Family,1,0
City Hotel,0,33,2019,March,40,1,2,3,4,1,0,BB,GBR,Groups,Direct,0,0,0,B,A,1,No Deposit,0,0,0,Transient,104.53,0,0,No-Show,2015-09-24,5,5,522.65,3,2019-03-01,Spring,Group/Family,1,0
Resort Hotel,1,97,2019,May,27,7,1,2,2,2,0,BB,NLD,Corporate,TA/TO,0,0,0,D,A,2,No Deposit,0,0,0,Transient,135.14,1,0,Canceled,2016-06-06,4,3,405.42,5,2019-05-07,Spring,Group/Family,1,0
City Hotel,1,132,2016,June,21,25,0,3,2,0,0,Undefined,IRL,Offline TA/TO,TA/TO,0,0,0,A,E,0,No Deposit,2,0,0,Contract,126.55,0,1,Canceled,2015-07-19,2,3,379.65,6,2016-06-25,Summer,Leisure,0,1
City Hotel,1,9,2018,February,4,22,1,1,2,2,0,BB,ITA,Offline TA/TO,TA/TO,0,2,0,A,G,4,No Deposit,0,0,0,Transient,65.02,0,0,Canceled,2019-04-24,4,2,130.04,2,2018-02-22,Winter,Group/Family,1,0
City Hotel,1,193,2017,July,45,10,1,1,4,0,0,BB,PRT,Online TA,Corporate,0,0,0,G,A,0,No Deposit,9,0,0,Transient,130.93,1,3,Canceled,2019-07-07,4,2,261.86,7,2017-07-10,Summer,Group/Family,1,1
City Hotel,1,166,2019,September,12,18,0,5,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,A,0,No Deposit,0,0,0,Transient,88.39,0,0,Canceled,2015-08-23,1,5,441.95,9,2019-09-18,Autumn,Leisure,0,0
City Hotel,1,61,2017,July,16,13,1,2,3,1,0,HB,ESP,Online TA,GDS,0,0,0,E,D,0,No Deposit,1,0,2,Transient,119.37,0,0,Canceled,2018-09-27,4,3,358.11,7,2017-07-13,Summer,Group/Family,1,0
City Hotel,1,15,2017,February,2,8,3,6,2,0,0,Undefined,PRT,Online TA,GDS,0,1,0,G,A,0,No Deposit,5,0,0,Transient,30.55,0,1,Canceled,2015-11-09,2,9,274.95,2,2017-02-08,Winter,Leisure,1,1
City Hotel,0,82,2018,July,14,9,2,1,2,0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,2,No Deposit,9,0,0,Transient,108.09,0,0,Check-Out,2016-01-05,2,3,324.27,7,2018-07-09,Summer,Leisure,1,0
Resort Hotel,0,37,2019,September,6,26,0,4,2,0,0,BB,FRA,Offline TA/TO,TA/TO,1,0,4,A,A,0,No Deposit,6,0,0,Contract,138.98,0,0,Check-Out,2018-01-26,2,4,555.92,9,2019-09-26,Autumn,Leisure,0,0
Resort Hotel,1,46,2017,February,5,15,2,1,1,0,0,BB,PRT,Online TA,Corporate,0,0,0,A,B,0,No Deposit,1,0,0,Transient,97.73,1,0,Canceled,2016-10-29,1,3,293.19,2,2017-02-15,Winter,Leisure,1,0
Resort Hotel,1,10,2018,February,32,8,0,4,2,1,0,Undefined,PRT,Online TA,Direct,0,0,0,A,A,2,No Deposit,0,0,0,Transient,53.13,0,1,Canceled,2018-12-09,3,4,212.52,2,2018-02-08,Winter,Group/Family,0,1
Resort Hotel,0,12,2016,June,50,25,0,2,4,1,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,E,A,1,No Deposit,7,0,0,Transient,102.27,0,1,Check-Out,2018-07-01,5,2,204.54,6,2016-06-25,Summer,Group/Family,0,1
Resort Hotel,1,78,2019,April,30,1,2,2,2,1,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,4,0,0,Contract,100.8,0,0,Canceled,2018-09-07,3,4,403.2,4,2019-04-01,Spring,Group/Family,1,0
City Hotel,0,282,2016,December,31,3,2,3,3,0,0,BB,FIN,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,1,0,0,Transient,43.72,0,2,Check-Out,2016-01-04,3,5,218.6,12,2016-12-03,Winter,Group/Family,1,1
City Hotel,1,202,2019,August,38,19,1,0,1,0,0,BB,DNK,Online TA,Corporate,1,0,3,A,A,0,No Deposit,6,0,0,Transient,163.7,0,2,Canceled,2018-02-07,1,1,163.7,8,2019-08-19,Summer,Leisure,1,1
City Hotel,1,301,2018,May,3,9,1,1,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,E,A,1,No Deposit,0,0,0,Transient,71.88,1,0,Canceled,2017-07-09,2,2,143.76,5,2018-05-09,Spring,Leisure,1,0
City Hotel,0,75,2018,September,20,19,0,5,1,1,0,BB,DEU,Corporate,TA/TO,1,2,4,A,B,4,No Deposit,0,0,0,Transient,106.5,0,0,Check-Out,2019-04-05,2,5,532.5,9,2018-09-19,Autumn,Leisure,0,0
Resort Hotel,0,52,2019,June,32,15,1,2,2,0,1,HB,GBR,Online TA,TA/TO,0,0,0,A,E,0,No Deposit,0,0,0,Transient,135.67,0,5,Check-Out,2017-01-27,3,3,407.01,6,2019-06-15,Summer,Group/Family,1,1
City Hotel,0,5,2019,March,36,14,5,6,2,0,0,BB,FIN,Online TA,Corporate,0,1,0,A,D,0,No Deposit,4,0,0,Transient,70.43,0,2,Check-Out,2015-07-27,2,11,774.73,3,2019-03-14,Spring,Last-Minute,1,1
City Hotel,0,41,2018,May,28,26,1,1,2,0,0,HB,FIN,Online TA,TA/TO,0,0,0,D,A,0,No Deposit,6,0,0,Transient,82.26,0,0,Check-Out,2019-02-20,2,2,164.52,5,2018-05-26,Spring,Leisure,1,0
City Hotel,0,124,2017,August,52,1,1,4,2,1,0,BB,PRT,Online TA,TA/TO,1,0,1,B,E,0,No Deposit,1,3,0,Transient,144.07,1,2,Check-Out,2017-01-28,3,5,720.35,8,2017-08-01,Summer,Corporate,1,1
City Hotel,0,173,2018,February,28,3,2,1,2,0,0,BB,SWE,Online TA,TA/TO,1,1,2,A,C,3,No Deposit,0,0,0,Transient,54.38,0,3,No-Show,2015-11-18,2,3,163.14,2,2018-02-03,Winter,Leisure,1,1
Resort Hotel,1,85,2018,May,47,2,5,4,2,0,0,BB,ITA,Online TA,Corporate,0,0,0,B,A,0,No Deposit,3,0,7,Transient,109.63,0,0,Canceled,2018-11-09,2,9,986.67,5,2018-05-02,Spring,Leisure,1,0
Resort Hotel,0,65,2018,April,11,25,1,1,2,0,1,HB,FRA,Online TA,Corporate,1,0,3,G,B,0,No Deposit,10,0,0,Transient,90.99,0,1,Check-Out,2016-09-08,3,2,181.98,4,2018-04-25,Spring,Group/Family,1,1
City Hotel,1,31,2018,April,23,1,0,5,2,0,0,BB,BEL,Offline TA/TO,TA/TO,1,0,2,A,E,0,No Deposit,2,0,0,Transient,55.23,0,2,Canceled,2017-04-26,2,5,276.15,4,2018-04-01,Spring,Leisure,0,1
Resort Hotel,1,12,2016,September,43,27,3,3,2,0,0,BB,Unknown,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,0,0,0,Transient,154.73,0,0,Canceled,2018-04-20,2,6,928.38,9,2016-09-27,Autumn,Leisure,1,0
City Hotel,0,249,2018,October,16,18,4,5,3,0,0,BB,USA,Corporate,TA/TO,0,0,0,A,A,1,No Deposit,0,0,1,Transient,77.24,0,0,Check-Out,2019-05-10,3,9,695.16,10,2018-10-18,Autumn,Group/Family,1,0
Resort Hotel,0,63,2018,September,19,1,2,3,2,0,0,BB,GBR,Online TA,Direct,1,0,5,A,A,0,No Deposit,0,0,15,Transient,136.69,1,0,Check-Out,2017-06-23,2,5,683.45,9,2018-09-01,Autumn,Leisure,1,0
City Hotel,0,68,2017,August,11,9,2,4,3,0,0,BB,POL,Corporate,GDS,0,0,0,A,A,3,No Deposit,0,0,0,Transient,118.2,1,0,Check-Out,2015-10-30,3,6,709.2,8,2017-08-09,Summer,Group/Family,1,0
City Hotel,1,263,2018,November,28,7,1,5,1,1,1,BB,AUT,Offline TA/TO,TA/TO,0,1,0,A,D,3,No Deposit,7,0,0,Transient-Party,31.24,0,0,Canceled,2016-05-02,3,6,187.44,11,2018-11-07,Autumn,Group/Family,1,0
City Hotel,0,19,2018,February,30,13,1,2,1,0,0,BB,FRA,Direct,Undefined,0,0,0,A,A,0,No Deposit,0,0,0,Transient,86.15,0,1,Check-Out,2017-06-16,1,3,258.45,2,2018-02-13,Winter,Leisure,1,1
Resort Hotel,0,4,2018,April,4,17,1,3,2,1,0,BB,CHE,Online TA,TA/TO,0,0,0,E,A,0,No Deposit,9,0,0,Transient,91.68,0,1,Check-Out,2017-08-08,3,4,366.72,4,2018-04-17,Spring,Group/Family,1,1
Resort Hotel,0,12,2016,June,42,13,5,0,2,1,0,HB,PRT,Online TA,TA/TO,0,2,0,A,A,0,No Deposit,1,0,0,Group,124.43,1,4,No-Show,2017-03-05,3,5,622.15,6,2016-06-13,Summer,Group/Family,1,1
City Hotel,0,48,2018,June,16,13,0,2,2,0,0,HB,PRT,Online TA,Corporate,0,0,0,A,A,1,No Deposit,0,0,0,Transient,105.72,1,0,Check-Out,2017-05-23,2,2,211.44,6,2018-06-13,Summer,Leisure,0,0
City Hotel,0,68,2017,June,6,10,1,1,2,1,0,BB,PRT,Online TA,TA/TO,0,0,0,G,A,1,No Deposit,1,0,1,Transient,147.07,0,2,Check-Out,2017-07-12,3,2,294.14,6,2017-06-10,Summer,Group/Family,1,1
Resort Hotel,0,37,2018,April,41,28,1,1,1,0,0,BB,GBR,Online TA,TA/TO,0,2,0,D,A,0,No Deposit,0,0,0,Transient,109.48,2,0,Check-Out,2015-07-28,1,2,218.96,4,2018-04-28,Spring,Leisure,1,0
City Hotel,0,57,2018,March,22,6,5,7,2,0,0,FB,Unknown,Direct,TA/TO,1,0,2,A,D,0,No Deposit,0,0,0,Transient,87.6,1,3,Check-Out,2018-01-22,2,12,1051.2,3,2018-03-06,Spring,Leisure,1,1
City Hotel,0,193,2018,July,27,5,0,7,4,0,0,BB,DEU,Direct,TA/TO,0,0,0,A,A,0,No Deposit,5,0,0,Transient,108.14,0,0,Check-Out,2018-12-31,4,7,756.98,7,2018-07-05,Summer,Group/Family,0,0
City Hotel,0,416,2017,November,14,10,1,1,4,2,0,BB,BEL,Groups,TA/TO,0,0,0,A,C,3,Non Refund,5,0,10,Transient,66.27,0,0,No-Show,2017-09-14,6,2,132.54,11,2017-11-10,Autumn,Group/Family,1,0
City Hotel,0,324,2018,June,40,14,5,5,4,0,1,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,Non Refund,0,0,0,Transient-Party,104.92,0,4,Check-Out,2015-07-13,5,10,1049.2,6,2018-06-14,Summer,Group/Family,1,1
Resort Hotel,0,94,2019,February,33,11,0,5,1,0,0,BB,CHE,Offline TA/TO,TA/TO,0,0,0,C,C,0,No Deposit,0,0,0,Transient,88.54,1,1,Check-Out,2015-10-27,1,5,442.7,2,2019-02-11,Winter,Leisure,0,1
Resort Hotel,0,16,2017,September,39,5,3,6,3,0,0,BB,FIN,Online TA,TA/TO,1,2,1,A,A,0,No Deposit,0,0,0,Contract,119.75,0,0,Check-Out,2019-02-06,3,9,1077.75,9,2017-09-05,Autumn,Group/Family,1,0
City Hotel,0,68,2019,May,8,4,2,2,2,0,0,BB,NLD,Corporate,Corporate,0,0,0,A,A,0,No Deposit,0,0,0,Group,82.88,0,2,Check-Out,2017-12-17,2,4,331.52,5,2019-05-04,Spring,Leisure,1,1
City Hotel,0,48,2018,May,7,3,4,6,3,1,0,SC,CHE,Online TA,TA/TO,1,0,2,G,D,0,No Deposit,1,0,0,Transient,105.89,0,0,Check-Out,2015-12-25,4,10,1058.9,5,2018-05-03,Spring,Group/Family,1,0
Resort Hotel,0,1,2018,June,25,14,4,4,1,0,2,BB,USA,Online TA,TA/TO,0,0,0,E,B,0,No Deposit,8,0,0,Transient,157.14,0,0,Check-Out,2016-12-07,3,8,1257.12,6,2018-06-14,Summer,Group/Family,1,0
City Hotel,0,1,2017,September,23,13,2,4,3,0,0,HB,DNK,Online TA,TA/TO,1,0,3,D,D,0,Non Refund,8,0,0,Transient,66.41,0,1,Check-Out,2016-09-22,3,6,398.46,9,2017-09-13,Autumn,Group/Family,1,1
Resort Hotel,0,25,2017,October,48,24,2,1,2,0,0,BB,PRT,Offline TA/TO,Corporate,0,0,0,G,A,0,No Deposit,1,0,1,Transient,117.33,0,0,Check-Out,2018-08-25,2,3,351.99,10,2017-10-24,Autumn,Leisure,1,0
City Hotel,1,177,2019,August,26,23,0,2,1,0,0,HB,FIN,Corporate,TA/TO,0,2,0,C,B,0,No Deposit,8,0,0,Transient,129.5,0,0,Canceled,2015-09-09,1,2,259.0,8,2019-08-23,Summer,Leisure,0,0
City Hotel,0,48,2017,June,9,5,0,4,4,0,0,BB,GBR,Direct,TA/TO,0,0,0,A,A,2,No Deposit,0,0,3,Transient,116.91,0,1,Check-Out,2018-03-21,4,4,467.64,6,2017-06-05,Summer,Group/Family,0,1
Resort Hotel,0,21,2016,May,1,12,3,4,3,0,0,BB,PRT,Direct,TA/TO,0,0,0,C,G,1,No Deposit,0,0,0,Transient,99.91,0,0,Check-Out,2015-10-15,3,7,699.37,5,2016-05-12,Spring,Group/Family,1,0
Resort Hotel,0,20,2018,March,4,25,2,1,2,0,0,Undefined,DNK,Offline TA/TO,TA/TO,0,0,0,B,C,1,No Deposit,1,0,0,Transient,77.41,0,1,Check-Out,2019-03-13,2,3,232.23,3,2018-03-25,Spring,Leisure,1,1
City Hotel,1,196,2017,December,8,28,3,2,2,1,0,SC,GBR,Online TA,TA/TO,0,0,0,D,G,0,No Deposit,3,0,0,Transient,81.68,0,1,Canceled,2016-09-13,3,5,408.4,12,2017-12-28,Winter,Group/Family,1,1
