hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date
City Hotel,1,51,2018,November,4,12,1,2,3,0.0,0,BB,GBR,Online TA,Direct,1,0,2,D,B,0,No Deposit,2.0,,0,Transient,63.1,1,1,Canceled,2019-02-14
Resort Hotel,0,272,2018,July,4,26,3,1,2,0.0,0,SC,GBR,Offline TA/TO,GDS,0,0,0,A,A,2,No Deposit,2.0,,0,Transient,106.39,1,1,Check-Out,2016-08-22
City Hotel,0,40,2016,August,43,2,1,3,2,0.0,0,BB,BEL,Offline TA/TO,TA/TO,1,0,1,A,A,0,No Deposit,2.0,,0,Transient-Party,92.8,0,1,Check-Out,2016-01-24
City Hotel,1,162,2018,April,29,17,3,1,2,0.0,0,BB,PRT,Direct,TA/TO,1,0,1,D,D,0,No Deposit,7.0,,0,Transient,81.07,1,0,Canceled,2016-06-29
City Hotel,1,21,2018,July,17,1,2,4,2,0.0,0,BB,GBR,Online TA,TA/TO,1,0,1,E,A,0,No Deposit,6.0,0.0,0,Transient,125.34,0,0,Canceled,2017-12-25
City Hotel,1,49,2018,November,19,17,1,6,2,0.0,1,Undefined,IRL,Offline TA/TO,Corporate,0,0,0,G,A,1,No Deposit,2.0,,0,Transient,47.11,0,3,Canceled,2017-07-13
Resort Hotel,0,0,2017,August,27,25,0,1,2,2.0,0,HB,FIN,Corporate,TA/TO,1,0,2,A,A,0,No Deposit,5.0,,10,Transient,166.39,0,2,Check-Out,2017-04-10
Resort Hotel,0,1,2018,May,26,5,4,3,2,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,B,D,0,No Deposit,4.0,,0,Transient,110.11,0,0,Check-Out,2018-02-09
City Hotel,0,121,2017,January,20,16,1,4,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,E,A,0,No Deposit,9.0,,0,Transient,46.6,0,2,Check-Out,2016-06-19
City Hotel,0,337,2018,June,50,14,2,1,2,0.0,0,BB,PRT,Corporate,Corporate,1,1,1,B,A,0,No Deposit,5.0,,0,Transient-Party,103.18,0,1,Check-Out,2019-07-04
City Hotel,0,320,2017,August,16,20,1,3,2,0.0,0,BB,Unknown,Direct,TA/TO,0,0,0,C,B,3,No Deposit,6.0,,0,Transient,108.54,0,1,Check-Out,2016-03-30
City Hotel,0,152,2017,February,3,10,2,6,2,0.0,0,Undefined,GBR,Online TA,TA/TO,1,0,2,B,A,0,Non Refund,,,0,Transient,76.56,0,1,Check-Out,2016-11-14
City Hotel,0,39,2017,August,39,21,3,3,3,0.0,0,HB,DEU,Online TA,TA/TO,0,0,0,A,G,0,No Deposit,5.0,,15,Transient,95.11,0,0,Check-Out,2017-12-23
Resort Hotel,0,5,2017,July,47,25,0,3,3,1.0,0,BB,GBR,Offline TA/TO,TA/TO,1,0,2,C,B,1,No Deposit,4.0,0.0,0,Transient,133.69,0,1,Check-Out,2017-12-01
City Hotel,0,25,2016,October,24,3,0,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,A,0,No Deposit,0.0,,0,Transient,110.13,0,1,Check-Out,2019-02-02
City Hotel,0,48,2019,January,24,3,5,3,2,1.0,0,BB,IRL,Online TA,TA/TO,1,0,1,C,E,1,No Deposit,10.0,,0,Transient,59.23,0,0,Check-Out,2019-07-08
City Hotel,1,170,2018,October,49,28,3,5,2,0.0,0,HB,DNK,Offline TA/TO,Direct,0,0,0,E,F,0,No Deposit,8.0,,0,Transient-Party,75.08,0,0,Canceled,2015-08-30
City Hotel,0,228,2017,July,1,18,1,2,1,1.0,0,BB,PRT,Corporate,TA/TO,0,0,0,A,D,1,No Deposit,0.0,,0,Transient-Party,92.71,0,0,Check-Out,2017-10-03
City Hotel,0,64,2018,June,29,24,2,4,1,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,A,B,0,No Deposit,7.0,,0,Transient,147.82,0,0,Check-Out,2016-04-08
Resort Hotel,1,17,2018,December,39,23,5,3,2,0.0,0,BB,CHN,Offline TA/TO,TA/TO,0,0,0,C,A,0,No Deposit,7.0,,0,Transient,61.5,0,0,Canceled,2019-07-07
City Hotel,0,58,2019,April,12,18,2,2,1,0.0,0,HB,PRT,Offline TA/TO,Corporate,1,0,3,A,A,0,No Deposit,6.0,,0,Transient,104.86,0,1,Check-Out,2018-06-17
Resort Hotel,0,64,2017,August,52,4,1,2,2,0.0,1,SC,USA,Online TA,TA/TO,0,0,0,B,A,0,Non Refund,5.0,,0,Transient-Party,145.81,1,0,Check-Out,2017-09-12
City Hotel,1,86,2017,June,3,7,0,2,2,0.0,0,HB,USA,Online TA,TA/TO,1,0,1,A,D,0,No Deposit,1.0,0.0,0,Transient,108.51,1,0,Canceled,2016-03-21
City Hotel,1,141,2019,July,16,1,2,2,2,0.0,2,BB,BRA,Direct,TA/TO,1,0,2,F,E,1,No Deposit,10.0,,3,Transient-Party,117.12,0,1,Canceled,2018-08-04
City Hotel,1,166,2017,August,34,16,4,1,2,0.0,0,BB,IRL,Complementary,GDS,1,0,1,B,A,1,No Deposit,,,30,Transient-Party,110.6,1,3,Canceled,2018-04-09
City Hotel,0,442,2016,March,7,17,2,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,10.0,,0,Transient,59.06,0,0,Check-Out,2018-08-13
City Hotel,0,69,2017,August,45,8,3,2,3,0.0,0,BB,POL,Direct,TA/TO,1,0,3,A,E,0,No Deposit,3.0,,0,Group,160.45,0,0,Check-Out,2016-12-06
City Hotel,0,10,2016,August,51,6,4,3,2,0.0,0,BB,ESP,Online TA,TA/TO,1,0,2,A,A,0,No Deposit,6.0,,0,Transient,92.06,1,0,Check-Out,2019-03-30
Resort Hotel,1,13,2019,September,43,2,1,3,2,1.0,0,SC,CHN,Online TA,TA/TO,1,0,1,D,A,0,No Deposit,3.0,,0,Transient,122.58,1,0,Canceled,2017-01-14
Resort Hotel,1,25,2017,March,34,26,1,5,2,0.0,0,HB,PRT,Online TA,TA/TO,1,0,2,A,A,0,No Deposit,0.0,,0,Transient,126.02,0,1,Canceled,2017-02-18
City Hotel,0,220,2019,May,41,10,4,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,B,E,0,Non Refund,6.0,,0,Transient,99.17,0,0,Check-Out,2017-08-14
City Hotel,1,19,2019,August,9,17,1,4,3,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,B,D,3,No Deposit,2.0,,0,Transient,144.15,0,1,Canceled,2018-11-18
City Hotel,0,124,2018,March,35,19,2,2,4,0.0,0,BB,PRT,Direct,Corporate,0,0,0,A,A,0,No Deposit,0.0,,5,Contract,84.78,0,2,Check-Out,2016-04-27
City Hotel,1,73,2016,September,23,28,2,3,3,0.0,0,BB,ESP,Offline TA/TO,TA/TO,0,2,0,D,D,0,No Deposit,2.0,,0,Transient,108.8,0,3,Canceled,2016-08-21
City Hotel,1,65,2016,February,18,4,2,3,3,2.0,0,BB,FRA,Direct,TA/TO,0,0,0,A,A,0,No Deposit,5.0,,0,Transient-Party,56.56,0,0,Canceled,2016-06-10
Resort Hotel,0,45,2018,June,49,13,2,3,3,2.0,0,BB,PRT,Offline TA/TO,GDS,0,0,0,A,A,0,No Deposit,0.0,,0,Transient-Party,147.54,0,0,Check-Out,2017-12-28
City Hotel,0,138,2018,October,52,21,3,2,2,0.0,0,BB,PRT,Aviation,TA/TO,1,0,5,C,B,1,No Deposit,0.0,,0,Group,61.75,0,2,Check-Out,2016-01-05
City Hotel,1,228,2018,October,42,27,4,6,3,1.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,0.0,,0,Transient,95.24,0,3,Canceled,2016-12-02
City Hotel,0,32,2018,August,38,26,3,3,1,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,G,C,0,No Deposit,6.0,,0,Transient,116.59,0,0,Check-Out,2016-01-11
City Hotel,0,41,2019,November,11,19,1,2,3,1.0,0,Undefined,ESP,Online TA,TA/TO,0,0,0,D,A,0,No Deposit,0.0,,0,Transient-Party,57.04,0,1,Check-Out,2019-03-19
City Hotel,1,95,2018,September,11,16,1,4,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,G,0,No Deposit,1.0,,0,Transient,133.03,0,1,Canceled,2017-01-03
City Hotel,1,51,2018,July,42,13,4,1,2,0.0,0,HB,BEL,Online TA,TA/TO,0,1,0,D,E,2,No Deposit,5.0,0.0,0,Transient,113.67,2,1,Canceled,2018-06-14
City Hotel,0,100,2019,December,4,5,1,7,2,0.0,0,BB,AUT,Offline TA/TO,GDS,0,0,0,D,D,0,No Deposit,0.0,,0,Transient,67.41,0,1,Check-Out,2016-07-13
City Hotel,0,26,2017,September,1,12,1,4,2,0.0,0,BB,BEL,Groups,TA/TO,0,0,0,C,A,2,No Deposit,,0.0,0,Transient-Party,143.64,0,1,No-Show,2017-04-07
City Hotel,0,44,2017,August,47,7,2,1,2,0.0,0,BB,DNK,Direct,TA/TO,0,0,0,A,A,2,No Deposit,0.0,,0,Transient,114.95,0,0,Check-Out,2016-08-12
Resort Hotel,0,98,2017,June,7,27,0,4,2,1.0,0,BB,ITA,Aviation,TA/TO,0,0,0,A,A,0,No Deposit,0.0,,0,Transient,165.73,0,2,Check-Out,2019-07-28
City Hotel,0,500,2017,November,13,9,3,2,1,0.0,0,BB,PRT,Corporate,TA/TO,1,0,1,A,A,1,No Deposit,2.0,,0,Transient,74.9,0,1,Check-Out,2018-05-10
City Hotel,1,231,2018,May,24,5,4,3,2,0.0,0,BB,PRT,Corporate,TA/TO,0,2,0,A,E,0,No Deposit,5.0,,0,Transient,113.23,0,0,Canceled,2016-04-13
Resort Hotel,0,4,2017,January,9,4,2,1,2,0.0,2,BB,POL,Direct,TA/TO,1,0,1,D,A,2,No Deposit,10.0,,0,Transient,51.58,0,2,Check-Out,2016-10-20
City Hotel,0,86,2018,April,4,10,0,4,1,0.0,0,SC,FRA,Online TA,TA/TO,0,2,0,A,D,1,No Deposit,,,0,Transient,99.12,2,0,Check-Out,2018-06-26
City Hotel,1,75,2019,March,10,16,1,4,1,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,92.79,0,2,Canceled,2017-11-23
City Hotel,1,8,2017,May,38,11,0,5,4,0.0,0,BB,PRT,Direct,GDS,1,0,2,B,G,0,No Deposit,,0.0,0,Transient,78.51,0,1,Canceled,2017-06-10
City Hotel,1,26,2018,October,25,9,1,2,2,0.0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,0.0,,0,Transient-Party,77.35,0,0,Canceled,2018-01-10
City Hotel,0,270,2016,August,8,24,4,3,2,0.0,0,Undefined,AUT,Offline TA/TO,Direct,0,1,0,D,A,0,No Deposit,0.0,,0,Transient,104.58,1,1,Check-Out,2018-02-20
Resort Hotel,0,15,2017,April,15,5,1,1,2,0.0,0,BB,CHN,Online TA,TA/TO,0,0,0,F,A,0,No Deposit,5.0,,0,Contract,67.25,0,1,Check-Out,2018-02-06
Resort Hotel,0,43,2018,October,48,25,0,3,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,F,A,1,No Deposit,,,0,Transient,116.1,0,1,Check-Out,2015-09-03
City Hotel,0,107,2019,July,35,11,2,3,1,2.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,4.0,,30,Transient-Party,116.77,0,0,Check-Out,2016-10-25
City Hotel,1,56,2017,July,40,9,4,4,2,0.0,1,BB,ITA,Complementary,TA/TO,0,1,0,B,A,0,Non Refund,1.0,,0,Transient-Party,93.0,0,0,Canceled,2016-02-03
City Hotel,0,38,2016,June,44,17,0,4,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,E,1,No Deposit,6.0,,0,Transient,114.2,0,0,Check-Out,2018-02-10
City Hotel,1,300,2017,November,40,28,2,3,4,0.0,0,BB,AUT,Offline TA/TO,TA/TO,0,0,0,B,A,1,No Deposit,3.0,,0,Transient,97.17,0,0,Canceled,2017-03-04
City Hotel,0,55,2017,May,23,22,1,0,2,1.0,0,BB,BRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,,,0,Transient,111.11,0,5,Check-Out,2019-04-08
City Hotel,1,18,2017,March,18,11,1,3,2,0.0,0,SC,DNK,Online TA,Direct,0,0,0,G,C,2,No Deposit,3.0,,0,Transient,97.44,0,0,Canceled,2019-01-31
Resort Hotel,0,27,2018,May,4,21,1,7,3,0.0,0,BB,BEL,Corporate,Corporate,0,0,0,A,A,1,Non Refund,2.0,,0,Transient,59.48,1,2,Check-Out,2019-02-18
City Hotel,1,124,2016,September,36,6,4,4,2,0.0,0,HB,SWE,Online TA,TA/TO,0,1,0,G,C,0,Non Refund,0.0,,0,Transient,119.24,1,2,Canceled,2017-06-24
City Hotel,0,17,2018,August,15,26,4,4,2,0.0,1,HB,PRT,Online TA,TA/TO,0,0,0,G,A,0,No Deposit,1.0,,0,Group,97.55,1,0,Check-Out,2019-04-08
City Hotel,1,11,2018,April,40,16,2,2,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,D,G,2,No Deposit,0.0,,0,Transient,55.44,0,0,Canceled,2017-05-13
Resort Hotel,0,87,2018,March,12,19,0,4,1,0.0,0,BB,CHN,Offline TA/TO,TA/TO,0,0,0,C,F,0,No Deposit,7.0,,7,Transient,108.18,0,0,Check-Out,2018-04-28
Resort Hotel,0,35,2016,August,5,14,4,4,1,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,E,B,1,No Deposit,3.0,,1,Transient,163.96,1,4,Check-Out,2017-04-25
City Hotel,0,59,2019,September,2,3,2,3,2,0.0,0,BB,GBR,Corporate,TA/TO,1,0,5,A,C,0,No Deposit,,,0,Transient,137.06,0,2,Check-Out,2016-11-04
City Hotel,0,46,2017,June,33,10,2,3,4,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,E,B,2,No Deposit,1.0,,0,Transient,101.7,1,0,Check-Out,2017-05-29
Resort Hotel,0,71,2018,October,51,21,3,1,4,1.0,0,BB,BRA,Offline TA/TO,Direct,1,0,1,A,A,0,Non Refund,0.0,3.0,0,Transient,126.38,0,0,Check-Out,2017-02-26
City Hotel,1,80,2017,December,23,23,2,5,4,2.0,0,BB,DEU,Online TA,TA/TO,0,0,0,F,A,0,No Deposit,4.0,,0,Transient,85.81,0,1,Canceled,2015-08-05
Resort Hotel,0,67,2018,April,24,4,0,1,3,0.0,0,BB,IRL,Online TA,Direct,0,0,0,A,G,0,No Deposit,0.0,,0,Transient,71.1,0,2,Check-Out,2016-03-19
City Hotel,0,70,2017,August,22,22,0,2,2,0.0,0,BB,PRT,Offline TA/TO,Corporate,0,0,0,B,B,1,No Deposit,3.0,,0,Transient,154.36,1,0,No-Show,2016-06-20
City Hotel,0,53,2017,January,4,21,1,4,2,0.0,0,BB,Unknown,Corporate,TA/TO,0,0,0,A,A,0,No Deposit,4.0,,0,Transient,59.9,3,0,Check-Out,2018-01-28
City Hotel,1,190,2016,September,21,2,0,2,2,2.0,0,BB,BEL,Online TA,GDS,0,0,0,D,A,0,No Deposit,4.0,0.0,0,Contract,115.3,0,0,Canceled,2016-09-10
Resort Hotel,1,91,2017,June,28,13,3,3,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,B,D,0,No Deposit,1.0,,0,Transient,146.29,0,0,Canceled,2017-02-02
City Hotel,0,247,2019,April,9,11,0,1,2,1.0,0,BB,DEU,Direct,Direct,0,0,0,A,D,1,No Deposit,0.0,,5,Transient,126.68,0,1,Check-Out,2016-10-17
Resort Hotel,1,133,2018,September,44,12,4,2,1,0.0,0,BB,FRA,Direct,Direct,1,1,3,A,G,0,No Deposit,0.0,,0,Contract,118.61,0,1,Canceled,2017-12-16
City Hotel,0,15,2017,October,29,1,0,4,1,2.0,1,BB,PRT,Corporate,Direct,1,0,1,A,A,1,No Deposit,0.0,0.0,0,Transient,97.01,2,1,Check-Out,2016-06-16
City Hotel,0,84,2018,March,30,22,4,2,4,0.0,0,SC,FRA,Corporate,Direct,0,0,0,A,E,1,No Deposit,0.0,,0,Contract,72.77,1,3,Check-Out,2018-01-08
City Hotel,0,162,2019,February,29,21,1,3,3,0.0,0,BB,PRT,Online TA,TA/TO,1,0,1,A,G,0,No Deposit,,,0,Contract,51.41,0,0,Check-Out,2017-05-23
City Hotel,1,221,2018,June,23,9,2,2,3,1.0,0,BB,CHN,Online TA,Direct,1,0,2,B,B,0,No Deposit,8.0,,0,Transient,102.65,0,0,Canceled,2016-12-19
City Hotel,0,24,2017,August,47,12,1,6,2,0.0,0,BB,NLD,Corporate,Direct,0,0,0,A,D,0,No Deposit,,,30,Transient-Party,151.22,0,0,Check-Out,2015-12-31
City Hotel,0,30,2019,October,4,7,0,5,2,0.0,1,BB,BRA,Direct,Undefined,1,0,3,A,A,2,No Deposit,,,0,Transient,100.57,0,1,Check-Out,2019-02-08
Resort Hotel,0,21,2017,August,7,17,3,1,2,1.0,0,BB,PRT,Online TA,TA/TO,0,0,0,C,C,0,Non Refund,7.0,,0,Contract,121.65,0,0,Check-Out,2015-12-03
City Hotel,0,79,2018,August,40,10,3,6,2,2.0,0,HB,IRL,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,6.0,,0,Transient,129.7,1,2,Check-Out,2017-03-05
Resort Hotel,1,82,2018,October,43,6,1,4,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,E,D,0,No Deposit,6.0,,0,Transient,136.63,0,3,Canceled,2019-07-08
City Hotel,0,81,2019,July,9,27,3,1,1,0.0,1,BB,FIN,Groups,TA/TO,1,0,1,C,A,0,Non Refund,0.0,,7,Transient,89.81,0,2,Check-Out,2018-05-18
Resort Hotel,0,43,2019,August,49,7,2,0,2,1.0,0,HB,Unknown,Online TA,Direct,0,0,0,A,B,4,No Deposit,4.0,,0,Transient-Party,124.51,1,0,Check-Out,2017-02-15
City Hotel,1,118,2019,July,22,19,3,5,1,2.0,0,BB,ITA,Online TA,Direct,0,1,0,A,A,2,No Deposit,1.0,,0,Transient,143.13,0,0,Canceled,2016-10-07
City Hotel,0,198,2016,November,10,14,2,4,2,0.0,0,BB,NLD,Direct,TA/TO,0,0,0,A,D,0,No Deposit,8.0,,1,Transient,64.69,0,1,Check-Out,2018-11-15
City Hotel,1,217,2019,May,4,25,4,2,4,0.0,0,BB,SWE,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,,,0,Transient,50.45,1,3,Canceled,2016-05-26
City Hotel,1,3,2016,May,38,27,1,6,2,0.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,4.0,,2,Transient,86.28,1,0,Canceled,2016-09-08
Resort Hotel,0,55,2017,March,37,11,0,5,2,0.0,0,BB,DEU,Online TA,Direct,0,0,0,A,A,1,No Deposit,6.0,,0,Transient,72.97,0,3,Check-Out,2017-08-30
City Hotel,0,11,2018,October,49,2,3,1,1,2.0,0,BB,USA,Corporate,GDS,0,0,0,D,A,0,No Deposit,3.0,,0,Transient,68.12,0,1,Check-Out,2015-09-10
City Hotel,1,408,2018,June,38,1,3,2,2,0.0,0,BB,NOR,Online TA,Corporate,0,0,0,D,A,0,No Deposit,6.0,,0,Transient,150.83,0,0,Canceled,2019-03-22
Resort Hotel,0,39,2018,June,31,26,0,0,1,2.0,0,BB,NOR,Offline TA/TO,Direct,1,0,1,E,A,2,No Deposit,9.0,,1,Transient,79.67,1,4,Check-Out,2016-12-04
City Hotel,1,179,2018,December,44,10,0,2,2,2.0,0,BB,AUT,Online TA,Direct,1,0,1,A,D,0,No Deposit,5.0,,10,Transient,66.93,1,0,Canceled,2019-01-25
Resort Hotel,0,10,2019,November,30,12,3,2,3,0.0,0,BB,PRT,Online TA,TA/TO,0,2,0,B,F,1,No Deposit,6.0,,0,Transient-Party,84.77,1,0,No-Show,2018-10-18
City Hotel,0,364,2017,December,36,9,2,1,3,0.0,0,BB,BEL,Complementary,Direct,0,2,0,F,D,0,No Deposit,2.0,,0,Transient,48.43,1,1,Check-Out,2015-09-01
Resort Hotel,1,33,2017,March,16,23,2,2,2,0.0,0,BB,Unknown,Online TA,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,114.01,0,2,Canceled,2018-04-15
City Hotel,0,39,2019,November,46,26,3,1,3,0.0,0,BB,ITA,Offline TA/TO,Undefined,0,0,0,D,F,0,No Deposit,,,3,Transient,53.47,1,2,Check-Out,2017-11-08
City Hotel,0,79,2016,June,5,11,1,5,1,0.0,0,BB,DEU,Online TA,Undefined,0,0,0,A,A,0,Non Refund,,1.0,2,Transient,81.22,0,0,Check-Out,2017-07-29
City Hotel,0,84,2018,January,12,1,1,4,1,0.0,0,BB,Unknown,Complementary,TA/TO,0,0,0,A,D,0,Non Refund,,,0,Transient,72.53,0,1,Check-Out,2016-09-05
Resort Hotel,0,43,2018,June,32,20,3,4,3,0.0,0,HB,FIN,Offline TA/TO,Direct,1,0,2,D,F,0,No Deposit,1.0,,0,Transient,134.26,0,1,Check-Out,2018-03-23
City Hotel,1,281,2018,July,33,10,2,4,4,0.0,0,BB,PRT,Direct,GDS,1,0,1,D,A,1,No Deposit,2.0,,0,Contract,119.74,1,0,Canceled,2018-06-04
City Hotel,1,51,2018,March,3,19,1,0,2,0.0,0,FB,BRA,Online TA,TA/TO,1,0,2,A,G,1,No Deposit,10.0,4.0,0,Transient-Party,55.71,1,1,Canceled,2019-06-18
City Hotel,0,10,2017,July,18,27,4,3,1,3.0,0,BB,ITA,Corporate,TA/TO,0,0,0,B,A,1,No Deposit,1.0,,1,Transient,110.19,0,0,Check-Out,2016-01-31
Resort Hotel,0,31,2019,October,40,23,5,3,1,0.0,0,BB,DNK,Offline TA/TO,TA/TO,0,0,0,G,B,0,No Deposit,0.0,,0,Transient,98.46,0,1,Check-Out,2016-11-20
Resort Hotel,0,88,2017,June,48,21,0,7,2,0.0,0,BB,USA,Corporate,TA/TO,0,0,0,D,A,0,No Deposit,2.0,,0,Transient,100.99,0,0,Check-Out,2019-07-09
Resort Hotel,0,45,2018,June,32,25,1,3,2,2.0,0,Undefined,ITA,Online TA,Corporate,1,0,1,B,C,1,No Deposit,7.0,0.0,0,Transient,152.95,1,1,Check-Out,2015-10-06
City Hotel,0,118,2016,June,22,11,3,3,2,0.0,0,HB,DEU,Offline TA/TO,Direct,0,1,0,F,B,1,No Deposit,0.0,,0,Transient,141.47,0,3,Check-Out,2017-04-15
City Hotel,1,29,2018,November,16,3,0,2,1,1.0,0,BB,CHN,Online TA,TA/TO,1,0,3,D,E,0,No Deposit,7.0,,0,Transient,42.8,0,1,Canceled,2016-05-24
City Hotel,1,42,2018,February,1,27,2,3,2,0.0,0,BB,GBR,Online TA,TA/TO,0,1,0,F,A,1,No Deposit,4.0,,0,Transient,98.05,0,0,Canceled,2016-03-24
Resort Hotel,0,27,2019,July,18,16,1,2,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,B,A,1,No Deposit,0.0,,0,Transient,133.24,1,1,Check-Out,2018-01-28
City Hotel,1,6,2018,May,18,22,2,5,2,0.0,0,BB,AUT,Online TA,Corporate,0,0,0,D,A,0,No Deposit,2.0,,0,Transient,62.16,0,1,Canceled,2017-02-14
City Hotel,1,500,2018,November,40,10,1,1,1,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,G,A,0,No Deposit,3.0,,7,Transient,79.74,0,1,Canceled,2017-02-20
Resort Hotel,1,29,2019,March,16,2,3,1,4,0.0,0,BB,ESP,Direct,TA/TO,1,1,2,A,A,0,No Deposit,3.0,,0,Contract,78.92,0,1,Canceled,2018-03-30
City Hotel,0,136,2018,June,41,19,2,7,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,Non Refund,6.0,,0,Transient,113.3,0,2,Check-Out,2018-12-03
City Hotel,0,344,2018,June,34,4,2,6,3,1.0,1,BB,NLD,Complementary,TA/TO,0,0,0,A,A,0,No Deposit,3.0,0.0,0,Transient,123.36,1,2,Check-Out,2017-10-24
City Hotel,1,19,2018,November,6,16,4,3,1,0.0,0,BB,GBR,Offline TA/TO,Corporate,0,0,0,E,A,0,No Deposit,0.0,,0,Transient,83.42,0,3,Canceled,2018-01-18
City Hotel,1,342,2018,April,3,6,3,4,3,2.0,0,BB,FRA,Aviation,TA/TO,0,0,0,A,G,0,No Deposit,7.0,2.0,0,Transient,65.47,0,0,Canceled,2017-09-03
Resort Hotel,1,18,2019,August,5,11,3,1,2,2.0,0,SC,CHN,Complementary,TA/TO,0,2,0,B,A,2,No Deposit,0.0,,0,Transient,195.49,1,1,Canceled,2019-06-08
City Hotel,1,94,2017,March,51,17,0,4,4,0.0,0,SC,GBR,Offline TA/TO,Direct,0,2,0,A,D,0,No Deposit,0.0,,0,Transient,67.86,0,2,Canceled,2015-09-07
City Hotel,1,80,2018,December,11,15,2,2,1,0.0,0,BB,NOR,Online TA,Corporate,0,1,0,A,B,0,No Deposit,6.0,,0,Transient,95.67,0,0,Canceled,2018-07-30
City Hotel,0,86,2018,August,33,22,2,4,2,0.0,0,BB,RUS,Direct,Direct,0,1,0,A,D,2,No Deposit,,,0,Transient,149.82,1,0,Check-Out,2018-11-22
City Hotel,0,37,2019,August,32,4,4,3,1,1.0,0,BB,PRT,Groups,Corporate,0,0,0,A,D,0,No Deposit,10.0,,0,Transient-Party,142.34,0,2,Check-Out,2019-04-29
City Hotel,0,182,2019,July,19,24,0,4,2,0.0,0,BB,DEU,Corporate,TA/TO,0,0,0,B,A,0,Non Refund,2.0,,15,Transient,128.61,1,1,Check-Out,2018-11-07
City Hotel,1,162,2018,June,52,25,3,2,2,0.0,0,BB,POL,Direct,Corporate,0,2,0,A,A,0,No Deposit,2.0,,7,Transient,85.55,0,1,Canceled,2018-01-18
City Hotel,1,369,2018,April,7,8,0,4,4,1.0,0,HB,GBR,Online TA,TA/TO,0,0,0,A,G,0,No Deposit,,,0,Transient,73.01,1,4,Canceled,2017-07-21
City Hotel,0,84,2017,August,28,24,2,2,1,0.0,0,SC,FRA,Online TA,TA/TO,1,0,1,A,F,0,No Deposit,0.0,,0,Transient-Party,114.67,0,1,Check-Out,2019-05-01
City Hotel,1,95,2018,December,9,18,3,6,2,1.0,0,BB,ITA,Offline TA/TO,TA/TO,1,0,5,A,B,0,No Deposit,8.0,0.0,0,Transient,98.73,0,0,Canceled,2017-03-22
City Hotel,0,280,2019,June,19,14,0,3,2,0.0,0,BB,FRA,Complementary,Corporate,0,1,0,A,D,0,No Deposit,6.0,,0,Transient-Party,95.2,0,3,Check-Out,2018-03-02
Resort Hotel,1,138,2019,November,44,26,0,2,2,1.0,0,BB,ESP,Online TA,GDS,0,0,0,B,B,3,No Deposit,5.0,,0,Transient,71.06,0,1,Canceled,2019-07-01
Resort Hotel,0,64,2019,March,20,2,2,3,2,0.0,0,BB,BRA,Complementary,TA/TO,0,0,0,A,B,2,No Deposit,6.0,,0,Transient,73.7,0,1,Check-Out,2016-03-24
Resort Hotel,0,112,2017,December,52,16,0,3,1,0.0,0,BB,USA,Offline TA/TO,TA/TO,1,0,2,D,D,0,No Deposit,2.0,,0,Transient,80.49,0,2,Check-Out,2019-08-07
City Hotel,0,84,2019,June,41,22,2,5,2,0.0,0,HB,ESP,Online TA,Corporate,0,0,0,A,D,0,Non Refund,1.0,,30,Transient,102.12,0,2,Check-Out,2017-12-14
